time,foot_1_acc_x,foot_1_acc_y,foot_1_acc_z,foot_1_gyro_x,foot_1_gyro_y,foot_1_gyro_z,foot_2_acc_x,foot_2_acc_y,foot_2_acc_z,foot_2_gyro_x,foot_2_gyro_y,foot_2_gyro_z
1511659229.3185194,4.029657363891602,8.906403541564941,-0.7370156645774841,0.0,0.14000000059604645,-0.6299999952316284,-2.6465563774108887,9.253376007080078,-0.9978426694869995,-0.9800000190734863,-2.309999942779541,-0.699999988079071
1511659229.3555367,4.008121013641357,8.927940368652344,-0.7848738431930542,-1.399999976158142,0.2800000011920929,0.49000000953674316,-2.684842824935913,9.27969741821289,-0.983485221862793,-0.6299999952316284,-2.0299999713897705,-0.49000000953674316
1511659229.5311036,3.9794061183929443,8.872902870178223,-0.8088029623031616,-1.75,0.0,1.0499999523162842,-2.663306713104248,9.317984580993652,-0.964341938495636,-0.6299999952316284,-2.240000009536743,-0.49000000953674316
1511659229.5457106,3.9746203422546387,8.94947624206543,-0.8159816861152649,-1.5399999618530273,-0.07000000029802322,0.8400000333786011,-2.663306713104248,9.303627014160156,-1.012200117111206,-0.5600000023841858,-2.450000047683716,-0.5600000023841858
1511659229.8089504,4.029657363891602,8.975798606872559,-0.6030128598213196,-0.14000000059604645,-0.49000000953674316,1.8899999856948853,-2.670485496520996,9.2725191116333,-0.9691277742385864,-0.6299999952316284,-2.309999942779541,-0.3499999940395355
1511659229.9172845,4.180410385131836,8.815473556518555,-0.8327320218086243,-0.6299999952316284,0.49000000953674316,3.990000009536743,-2.6441633701324463,9.317984580993652,-0.9093050956726074,-0.5600000023841858,-2.1700000762939453,-0.49000000953674316
1511659230.0652797,4.012907028198242,8.719757080078125,-0.7394086122512817,-5.039999961853027,1.3300000429153442,1.8899999856948853,-2.684842824935913,9.353878021240234,-0.9332341551780701,-1.0499999523162842,-2.380000114440918,-0.699999988079071
1511659230.1329865,4.278519630432129,8.961441040039062,-0.6341206431388855,-6.230000019073486,2.799999952316284,1.399999976158142,-2.627413034439087,9.267732620239258,-0.9547703266143799,-1.0499999523162842,-2.1700000762939453,-0.6299999952316284
1511659230.1691883,4.369450092315674,9.0978364944458,-0.4546525478363037,-10.359999656677246,3.009999990463257,4.480000019073486,-2.648949146270752,9.341913223266602,-0.9882710576057434,-0.8400000333786011,-2.240000009536743,-0.6299999952316284
1511659230.334333,2.9767775535583496,9.894675254821777,-3.1586387157440186,10.779999732971191,24.56999969482422,-6.720000267028809,-2.6537351608276367,9.267732620239258,-0.9571632146835327,-0.7699999809265137,-2.450000047683716,-0.2800000011920929
1511659230.3761032,-0.09571632742881775,8.748472213745117,-2.318727970123291,11.970000267028809,-12.739999771118164,-21.280000686645508,-2.6561279296875,9.310805320739746,-0.983485221862793,-0.21000000834465027,-2.309999942779541,-0.2800000011920929
1511659230.4345016,2.0818300247192383,11.672605514526367,4.010513782501221,44.029998779296875,4.96999979019165,34.15999984741211,-2.6561279296875,9.303627014160156,-0.9188767075538635,-0.6299999952316284,-2.240000009536743,-0.49000000953674316
1511659230.4829893,5.592226028442383,9.198338508605957,-1.32806396484375,17.56999969482422,-1.2599999904632568,18.899999618530273,-2.692021608352661,9.28926944732666,-0.9619490504264832,-0.7699999809265137,-2.309999942779541,-0.5600000023841858
1511659230.552719,3.5917551517486572,8.796330451965332,-0.8662327527999878,3.3600001335144043,-0.07000000029802322,4.760000228881836,-2.7231295108795166,9.277304649353027,-0.983485221862793,-0.8400000333786011,-2.240000009536743,-0.5600000023841858
1511659230.663854,3.850189208984375,9.291662216186523,-1.1079164743423462,1.4700000286102295,-6.369999885559082,16.8700008392334,-2.670485496520996,9.294054985046387,-1.0098072290420532,-0.49000000953674316,-2.1700000762939453,-0.42000001668930054
1511659230.6975207,3.752079963684082,8.640790939331055,-1.6247845888137817,-5.460000038146973,-2.7300000190734863,14.699999809265137,-2.641770601272583,9.322770118713379,-1.0074143409729004,-0.49000000953674316,-2.240000009536743,-0.42000001668930054
1511659230.774047,4.12298059463501,8.430214881896973,-1.139024257659912,-12.529999732971191,4.900000095367432,7.699999809265137,-2.6656997203826904,9.29644775390625,-0.9308412671089172,-0.6299999952316284,-2.240000009536743,-0.3499999940395355
1511659230.817399,4.199553489685059,8.963833808898926,-0.7130866050720215,-12.739999771118164,10.779999732971191,1.6100000143051147,-2.6537351608276367,9.298840522766113,-0.9715206623077393,-0.9800000190734863,-2.380000114440918,-0.42000001668930054
1511659230.9263058,4.0152997970581055,8.901618003845215,-0.983485221862793,-17.219999313354492,6.090000152587891,16.170000076293945,-2.641770601272583,9.291662216186523,-1.0074143409729004,-0.9100000262260437,-2.450000047683716,-0.2800000011920929
1511659231.0250876,4.651813507080078,11.395028114318848,-0.37568655610084534,-10.430000305175781,4.130000114440918,87.56999969482422,-2.648949146270752,9.262947082519531,-1.0026284456253052,-0.7699999809265137,-2.240000009536743,-0.2800000011920929
1511659231.1135945,4.249804973602295,15.697477340698242,-1.1916682720184326,-9.100000381469727,18.34000015258789,206.22000122070312,-2.670485496520996,9.291662216186523,-0.9763064980506897,-0.699999988079071,-2.240000009536743,-0.21000000834465027
1511659231.2308493,3.6731138229370117,11.619961738586426,-1.4357448816299438,-1.6100000143051147,53.47999954223633,294.55999755859375,-2.6226272583007812,9.301233291625977,-0.9619490504264832,-0.7699999809265137,-2.240000009536743,-0.07000000029802322
1511659231.3187778,-9.763065338134766,12.505337715148926,0.6771929860115051,19.8799991607666,113.95999908447266,-81.76000213623047,-2.6896286010742188,9.291662216186523,-1.0050214529037476,-0.49000000953674316,-2.240000009536743,-0.2800000011920929
1511659231.398229,13.275854110717773,9.65299129486084,1.141417145729065,63.630001068115234,-64.26000213623047,-224.83999633789062,-2.6465563774108887,9.284482955932617,-0.9667348861694336,-0.699999988079071,-2.0999999046325684,-0.3499999940395355
1511659231.4392023,25.888872146606445,3.5295393466949463,-1.3807079792022705,37.310001373291016,-127.95999908447266,-110.52999877929688,-2.61305570602417,9.317984580993652,-0.9978426694869995,-0.8400000333786011,-2.380000114440918,-0.42000001668930054
1511659231.5720332,17.621376037597656,-5.740586280822754,3.8047239780426025,-80.08000183105469,-45.709999084472656,21.21000099182129,-2.6178414821624756,9.294054985046387,-1.0002355575561523,-0.9800000190734863,-2.309999942779541,-0.5600000023841858
1511659231.5880628,6.097129821777344,14.606310844421387,5.45104455947876,-53.76000213623047,-6.789999961853027,63.630001068115234,-2.634591817855835,9.28926944732666,-0.9547703266143799,-1.1200000047683716,-2.309999942779541,-0.6299999952316284
1511659231.6835766,4.474738121032715,10.004748344421387,-0.8303391337394714,-9.520000457763672,-4.96999979019165,38.290000915527344,-2.6465563774108887,9.322770118713379,-0.9763064980506897,-0.9800000190734863,-2.309999942779541,-0.8400000333786011
1511659231.7088327,4.206732273101807,8.726935386657715,-0.5982270240783691,-15.680000305175781,-5.039999961853027,21.21000099182129,-2.670485496520996,9.341913223266602,-0.9380199909210205,-0.8400000333786011,-2.240000009536743,-0.7699999809265137
1511659231.7984297,4.302448749542236,9.119372367858887,-0.2225404530763626,-11.130000114440918,12.390000343322754,6.650000095367432,-2.6609137058258057,9.28926944732666,-0.9954497814178467,-0.7699999809265137,-2.240000009536743,-0.5600000023841858
1511659231.8521037,4.517810344696045,9.667348861694336,-0.27518442273139954,-20.15999984741211,15.190000534057617,15.960000038146973,-2.641770601272583,9.267732620239258,-0.983485221862793,-0.699999988079071,-2.240000009536743,-0.42000001668930054
1511659231.9247532,3.1514599323272705,15.733370780944824,-4.1493024826049805,19.040000915527344,14.980000495910645,121.7300033569336,-2.641770601272583,9.30601978302002,-0.9284483194351196,-0.6299999952316284,-2.1700000762939453,-0.42000001668930054
1511659231.9698415,-0.39961564540863037,-5.967912673950195,1.0241646766662598,-30.309999465942383,63.4900016784668,275.7300109863281,-2.6537351608276367,9.28926944732666,-0.9786993861198425,-0.3499999940395355,-2.309999942779541,-0.2800000011920929
1511659232.0660536,-6.372314453125,8.344070434570312,0.12921704351902008,106.19000244140625,7.699999809265137,227.22000122070312,-2.6609137058258057,9.334734916687012,-1.0026284456253052,-0.6299999952316284,-2.240000009536743,-0.14000000059604645
1511659232.0849323,2.325906753540039,10.208146095275879,1.1462029218673706,97.2300033569336,59.36000061035156,-80.29000091552734,-2.6106626987457275,9.325162887573242,-0.964341938495636,-1.4700000286102295,-2.1700000762939453,-0.6299999952316284
1511659232.1898298,22.397619247436523,5.037071704864502,1.5434256792068481,97.86000061035156,-13.09000015258789,-226.58999633789062,-2.711164951324463,9.320377349853516,-0.9380199909210205,-1.399999976158142,-2.240000009536743,-0.6299999952316284
1511659232.2432494,23.1585636138916,-1.531461238861084,7.817630767822266,69.86000061035156,-105.9800033569336,-144.69000244140625,-2.6680924892425537,9.361056327819824,-0.9428057670593262,-0.5600000023841858,-2.1700000762939453,0.2800000011920929
1511659232.2960644,8.248353958129883,8.41107177734375,-4.407736778259277,-59.779998779296875,-45.290000915527344,-3.5,-2.61305570602417,9.332341194152832,-0.9763064980506897,0.0,-2.0999999046325684,0.7699999809265137
1511659232.336062,3.0030996799468994,9.475915908813477,-0.1698964685201645,-2.7300000190734863,-8.470000267028809,74.62000274658203,-2.54366135597229,9.277304649353027,-1.0624512434005737,0.21000000834465027,-2.0299999713897705,0.7699999809265137
